Ref,Group,Kind,Suggested item,Trim type (as on WO),Description (as on WO),Styles using,New Sage code,Unit cost (GBP),Style codes
T292,Towel loops,Trim,OH logo non-tangle tape — white (towel loop),OH towel loop,OH white non tangle tape cut at 39cm to make towel loop,2,,,OHAP300501C; OHAP300501PC
T293,Towel loops,Trim,OH logo non-tangle tape — white (towel loop),TOWEL LOOP,White Oliver Harvey logo'd tape - Oliver Harvey to read from top to bottom,2,,,OHAPP0534DAISEYDOT; OHAPP0534STRIPE
T294,Towel loops,Trim,Plain black non-tangle tape (towel loop),OH towel loop,Plain black non tangle tape cut at 39cm to make towel loop,1,,,OHAP300503PCS
T295,Towel loops,Trim,Plain black non-tangle tape (towel loop),Plain black non tangle tape for towel loop,Cut at 54cm. set 15cm in from finished edge of left side seam as worn.,1,,,OHAP3528248S
T296,Towel loops,Trim,Plain black non-tangle tape (towel loop),Plain black towel loop,"Black Towel loop cut 39cm (15 1/2"") Set into armhole turning. Set 7.5cm in from cut edge of left side seam as worn.",1,,,OHAPP053515S
T297,Towel loops,Trim,Plain black non-tangle tape (towel loop),TOWEL LOOP,"Plain black apron tape cut 15"" / Set to left side as worn into armhole stitching 17cm from side seam cut edge",1,,,OHAP052031S
T298,Towel loops,Trim,Plain black non-tangle tape (towel loop),Towel loop black plain non tangle tape,Cut at 54cm. set 15cm in from finished edge of left side seam as worn.,1,,,OHAPP352883S
T299,Towel loops,Trim,Plain black non-tangle tape (towel loop),Towel loop plain black,Cut at 54cm. set 15cm in from finished edge of left side seam as worn.,1,,,OHAPP3528248S
T300,Cords & toggles,Trim,Cord,CORD,"6mm thick black cord for waist. cut cord XXS - 48"" XS - 52"" small 56"" medium 60"" large 64"" xlarge 68"" XXL 72"" size 46"" cut cord - 74"" size 48"" - 76"" size 50"" - 78"" size 52"" - 80""",2,,,OHCTLANCASHIRE--03; OHCTTLANCASHIRE--03
T301,Cords & toggles,Trim,Cord,CORD,"6mm thick white cord for waist. cut cord XXS - 48"" XS - 52"" small 56"" medium 60"" large 64"" xlarge 68"" XXL 72"" size 46"" cut cord - 74"" size 48"" - 76"" size 50"" - 78"" size 52"" - 80""",2,,,OHCTLANCASHIRE--26; OHCTTLANCASHIRE--26
T302,Cords & toggles,Trim,Cord ends,CORD ENDS,Black plastic cord ends- from newlace,2,,,OHCTLANCASHIRE--03; OHCTTLANCASHIRE--03
T303,Cords & toggles,Trim,Cord ends,CORD ENDS,White plastic cord ends- from newlace,2,,,OHCTLANCASHIRE--26; OHCTTLANCASHIRE--26
T304,Cords & toggles,Trim,Toggles,TOGGLES,Round black toggles from newlace,2,,,OHCTLANCASHIRE--03; OHCTTLANCASHIRE--03
T305,Cords & toggles,Trim,Toggles,TOGGLES,Round white toggles from newlace,2,,,OHCTLANCASHIRE--26; OHCTTLANCASHIRE--26
T306,Ribbons & tapes,Trim,Back neck,Back neck,Oliver Harvey back neck ribbon,1,,,OHCJMOXFORD--01
T307,Ribbons & tapes,Trim,Back neck,Back neck,Oliver Harvey back neck ribbon (black),1,,,OHCJMOXFORD--03
T308,Ribbons & tapes,Trim,Back neck insert ribbon,Back neck insert ribbon,White - Made in great britain in grey script,4,,,OHCJMDEVON--01; OHCJSMDEVON--01; OHCJMDORSET--01; OHCJSMDORSET--01L
T309,Ribbons & tapes,Trim,Back neck insert ribbon,Back neck insert ribbon,Black - Made in great britain in white script,2,,,OHCJMDEVON--03; OHCJSMDEVON--03
T310,Ribbons & tapes,Trim,Back neck ribbon,Back neck ribbon,White - made in great britain in grey script,4,,,OHCJMDORSET--01LS; OHCJMDORSET--01L; OHCJSMDORSET--01; OHCJSMDORSET--01S
T311,Ribbons & tapes,Trim,Back-neck insert ribbon,Back-neck insert ribbon,"White — ""Made in Great Britain"" in grey script",4,,,OHCJSMCHESHIRE--01; OHCJMCHESHIRE--01; OHCJMCHESHIRE--01L; OHCJSMCHESHIRE--01L
T312,Ribbons & tapes,Trim,Back-neck insert ribbon,Back-neck insert ribbon,"Black — ""Made in Great Britain"" in white script",2,,,OHCJMCHESHIRE--03; OHCJSMCHESHIRE--03
T313,Ribbons & tapes,Trim,Black hanger tape,Black hanger tape,Black knitted tape for hanger loop set to base of bib facing cut at 8cm,12,,,OHAPP053503DENDS; OHAPP053503DSSHT; OHAPP0535110DS; OHAPP0535110DSSHT; OHAPP053515DS; OHAPP0535224DENDS; OHAPP0535224DENDSSHT; OHAPP0535241DS; OHAPP0535241DSSHT; OHAPP0535315DSSHT; OHAPP0535GDDS; OHAPP0535GDDSSHT
T314,Ribbons & tapes,Trim,Made in great britain oh tape black,Made in great britain OH tape black,Black OH tape set to lower edge of front band.,1,,,OHLCTSHROPSHIRE--03
T315,Ribbons & tapes,Trim,Made in great britain tape - black,Made in Great Britain tape - black,Made in Great Britain tape set to lower edge of BACK waistband,1,,,OHLCTSURREY--03
T316,Ribbons & tapes,Trim,Made in great britain trim - black,Made in great britain trim - black,Black - made in great britain - trim set to lower edge of bib facing,4,,,OHAPP065103; OHAPP065115; OHAPP0651248; OHAPP065183
T317,Ribbons & tapes,Trim,Oh back neck ribbon,OH back neck ribbon,White OH ribbon set to back neck,1,,,OHBABYCHEFJKT
T318,Ribbons & tapes,Trim,Oh made in great britain,OH made in great britain,Set to lower edge of collar from facing to facing.,4,,,OHCJSSUFFOLK--01L; OHCJSSUFFOLK--01S; OHCJSUFFOLK--01; OHCJSUFFOLK--03
T319,Ribbons & tapes,Trim,Oh made in great britain,OH made in great britain,SET TO lower edge of collar. From facing to facing.,1,,,OHCJNORFOLK--01
T320,Ribbons & tapes,Trim,Oh made in great britain,OH made in great britain,Set to neck edge of collar from facing to facing.,1,,,OHCJSNORFOLK--01
T321,Ribbons & tapes,Trim,Oh made in great britain - black,OH made in great britain - black,Set to lower edge of collar from facing to facing.,2,,,OHCJSSUFFOLK--03; OHCJSSUFFOLK--03L
T322,Ribbons & tapes,Trim,Oh made in great britain white,OH made in great britain white,Set to lower edge of collar from facing to facing.,1,,,OHCJSSUFFOLK--01
T323,Ribbons & tapes,Trim,Oh neck tape,OH neck tape,White — set to back neck,1,,,OHCJSMOXFORDNLL--01
T324,Ribbons & tapes,Trim,Oh neck tape,OH neck tape,White — set to inside neck edge,1,,,OHCJSMOXFORD--01L
T325,Ribbons & tapes,Trim,Oliver harvey made in britain tape,Oliver harvey made in britain tape,White - set to back neck. (from shoulder to shoulder seam),2,,,OHLCJHAMPSHIRE--01; OHLCJSHAMPSHIRE--01
T326,Ribbons & tapes,Trim,Oliver harvey made in britain tape,Oliver harvey made in britain tape,Black - set to back neck. (from shoulder to shoulder seam),1,,,OHLCJSHAMPSHIRE--03
T327,Ribbons & tapes,Trim,Oliver harvey made in england tape,Oliver harvey made in england tape,White - set to back neck. (from shoulder to shoulder seam),5,,,OHCJSBEDFORD--01; OHCJMSTRATFORD--01; OHCJMSTRATFORD--01S; OHCJSMSTRATFORD--01; OHCJSMSTRATFORD--01S
T328,Ribbons & tapes,Trim,Oliver harvey made in england tape,Oliver harvey made in england tape,Black - set to back neck. (from shoulder to shoulder seam),1,,,OHCJSMSTRATFORD--03
T329,Ribbons & tapes,Trim,Oliver harvey neck ribbon,Oliver harvey neck ribbon,Oliver harvey neck ribbon - white,3,,,OHLCJDERBYSHIRE--01; OHLCJSDERBYSHIRE--01; OHLCJSDERBYSHIRE--01S
T330,Ribbons & tapes,Trim,Oliver harvey neck ribbon,Oliver harvey neck ribbon,Oliver harvey neck ribbon - black,2,,,OHLCJDERBYSHIRE--03; OHLCJSDERBYSHIRE--03
T331,Tax tabs,Trim,OH size tax tab,LABEL,Oliver Harvey woven label centre back neck / Size tax tab under the woven label centre back neck / Oliver Harvey swing label centre back neck / White Oliver Harvey back neck ribbon insert / Wash instruction placed inside side seam right hand side as worn 12cm up from finished hem. / Identification label placed under wash instruction. / 65% recycled polyester 35% organic cotton 60 degree wash/ 2 dot iron/low tumble dry/p dry clean/do not bleach,1,,,OHCJSCUMBRIA--01S
T332,Tax tabs,Trim,OH size tax tab,OH woven label,Oliver Harvey woven label centre back neck / Size tax tab under the woven label centre back neck / Oliver Harvey swing label centre back neck / White Oliver Harvey back neck ribbon insert,1,,,OHCJSCUMBRIA--01
T333,Tax tabs,Trim,Red OH tax tab,Red OH tax tab,Oliver harvey red tab - set to left pocket as worn. set to top left hand corner of pocket and level with top of pocket.,17,,,OHAPP0535241; OHAPP053583; OHAPP053503DENDS; OHAPP053503DSSHT; OHAPP0535110DS; OHAPP0535110DSSHT; OHAPP053515; OHAPP053515DS; OHAPP053515S; OHAPP0535222; OHAPP0535224DENDS; OHAPP0535224DENDSSHT; OHAPP0535241DS; OHAPP0535241DSSHT; OHAPP0535315DSSHT; OHAPP0535GDDS; OHAPP0535GDDSSHT
T334,Tax tabs,Trim,Red OH tax tab,OH red tax tab,Set to base of pen pocket to back side of pen pocket,8,,,OHCJNORFOLK--01; OHCJSNORFOLK--01; OHCJSSUFFOLK--01; OHCJSSUFFOLK--01L; OHCJSSUFFOLK--03; OHCJSSUFFOLK--03L; OHCJSUFFOLK--01; OHCJSUFFOLK--03
T335,Tax tabs,Trim,Red OH tax tab,Oliver harvey tax tab,Set to side of wide pocket left side as worn. set level with top edge.,8,,,OHAPP078601; OHAPP078603; OHAPP078606; OHAPP078615; OHAPP0786153; OHAPP0786248; OHAPP078682; OHAPP078683
T336,Tax tabs,Trim,Red OH tax tab,Red OH tax tab,Set to bottom of back edge of pen pocket.,7,,,OHCJMSTRATFORD--01; OHCJSMSTRATFORD--03; OHCJSMSTRATFORD--01; OHCJSMSTRATFORD--01S; OHLCJHAMPSHIRE--01; OHLCJSHAMPSHIRE--01; OHLCJSHAMPSHIRE--03
T337,Tax tabs,Trim,Red OH tax tab,Oliver harvey red tax tab,Set to left side of pen pocket as worn. set level with top edge.,6,,,OHAPP057215DEN; OHAPP0572224DEN; OHAPP0572F224DEN; OHAPP0573224; OHAPP0574224RR; OHAPP0575224ST
T338,Tax tabs,Trim,Red OH tax tab,Oliver harvey tax tab,Set to side of left pocket as worn. set level with top edge.,5,,,OHAPP063014HP2; OHAPP0630242KP; OHAPP0630681KP; OHAPP0630682KP; OHAPP063068HP2
T339,Tax tabs,Trim,Red OH tax tab,OH tax tab,"Inserted into top edge of fixed part of Velcro tab (RSAW) — end in line with end of tab, label reads horizontal",4,,,OHHTM016001; OHHTM016003; OHHTM016015; OHHTM0160248
T340,Tax tabs,Trim,Red OH tax tab,OH TAX TAB,Set to right back pocket as worn. set to outside edge of pocket with base of tax tab level with mitre of pocket .,4,,,OHCTLANCASHIRE--03; OHCTLANCASHIRE--26; OHCTTLANCASHIRE--03; OHCTTLANCASHIRE--26
T341,Tax tabs,Trim,Red OH tax tab,Oliver harvey red tax tab,Set to left side of left hip pocket as worn. set level with top edge.,4,,,OHAPP059703DEN153; OHAPP0597224DEN; OHAPP0597F03DEN153; OHAPP0597F224DEN
T342,Tax tabs,Trim,Red OH tax tab,Oliver harvey tax tab,Oliver harvey red tax tab - set to lower edge of pen pocket. back side.,4,,,OHLCJDERBYSHIRE--01; OHLCJDERBYSHIRE--03; OHLCJSDERBYSHIRE--01; OHLCJSDERBYSHIRE--03
T343,Tax tabs,Trim,Red OH tax tab,Red OH tax tab,OH red tax label - set level with top of pocket. left side of pocket as worn.,4,,,OHAPP065203; OHAPP065215; OHAPP0652248; OHAPP065283
T344,Tax tabs,Trim,Red OH tax tab,Labels,Oliver harvey woven label back neck / Wash instruction - — 50% polyester 50% cotton - Mesh 100% polyester / 65 degree wash - No bleach - low tumble dry - two dot iron - P dry clean / Right hand side inde side seam / Label for garment name and manufacturing month and year only - behind wash label in side seam / RED TAX TAB - bottom right hand corner of the pen pocket,3,,,OHCJMDEVON--01; OHCJMDEVON--03; OHCJSMDEVON--01
T345,Tax tabs,Trim,Red OH tax tab,OH TAX TAB,Set into top edge of left side of pocket as worn.,3,,,OHAPP065103; OHAPP065115; OHAPP065183
T346,Tax tabs,Trim,Red OH tax tab,OHTAX TAB,SET TO TOP OF LEFT SIDE (outside edge) OF LEFT POCKET AS WORN.,3,,,OHAPP0634911; OHAPP0634912; OHAPP0634913
T347,Tax tabs,Trim,Red OH tax tab,Oliver harvey red tax tab,Set to outside edge of pen pocket. label set level with top of pocket.,3,,,OHAPP0590128; OHAPP0590156; OHAPP0590375
T348,Tax tabs,Trim,Red OH tax tab,Oliver harvey red tax tab,Set to side of left pocket as worn. set level with top edge.,3,,,OHAPP0598224DEN; OHAPP0599GD; OHAPP060003153DEN
T349,Tax tabs,Trim,Red OH tax tab,OH TAX TAB,Oliver Harvey RED TAB - LHSAW - top corner of the centre front pocket - Level with the top of the pocket,2,,,OHAPP053403DEN; OHAPP0534224DEN
T350,Tax tabs,Trim,Red OH tax tab,Oliver harvey red tax tab,Set to left side of pocket as worn. set level with top edge.,2,,,OHAPP0596FGD; OHAPP0596GD
T351,Tax tabs,Trim,Red OH tax tab,Oliver harvey tax tab,Set tax tab level with top of the side seam of the kangaroo pocket. left side as worn.,2,,,OHAPP063015KPLN; OHAPP063082KPLN
T352,Tax tabs,Trim,Red OH tax tab,Oliver harvey tax tab,Set to left side of pocket as worn. set label level with top of pocket.,2,,,OHAPP061203DEN; OHAPP0612GD
T353,Tax tabs,Trim,Red OH tax tab,Labels,Oliver harvey woven label back neck / Wash instruction - — 50% polyester 50% cotton - Mesh 100% polyester / 65 degree wash - No bleach - low tumble dry - two dot iron - P dry clean / Right hand side inside seam / Label for garment name and manufacturing month and year only - behind wash label in side seam / RED TAX TAB - bottom right hand corner of the pen pocket,1,,,OHCJSMDEVON--03
T354,Tax tabs,Trim,Red OH tax tab,OH TAX TAB,Set 7.5cm cm up from cut hem left side seam as worn.(to be 6cm from finished hem),1,,,OHCJSBEDFORD--01
T355,Tax tabs,Trim,Red OH tax tab,OH tax tab,"Set to back side of pen pocket, level with bottom edge",1,,,OHBABYCHEFJKT
T356,Tax tabs,Trim,Red OH tax tab,OH Tax tab,Set to base of pen pocket,1,,,OHCJSMDORSET--01S
T357,Tax tabs,Trim,Red OH tax tab,OH TAX TAB,Set to base of pen pocket.,1,,,OHCJMDORSET--01LS
T358,Tax tabs,Trim,Red OH tax tab,OH tax tab,Set to bottom of back side of pen pocket,1,,,OHCJSMOXFORD--01L
T359,Tax tabs,Trim,Red OH tax tab,OH tax tab,Set to left side of pen pocket,1,,,OHCJSMOXFORDNLL--01
T360,Tax tabs,Trim,Red OH tax tab,OH TAX TAB,Set to top of left pocket as worn.,1,,,OHAPP0535241SHT5
T361,Tax tabs,Trim,Red OH tax tab,Oliver harvey red tax tab,"Set into topstitched edge of neck strap. set to finish 1cm up from finished bib and to outside edge of strap,",1,,,OHAP0566PUTTY
T362,Tax tabs,Trim,Red OH tax tab,Red OH tax tab,Set into top edge of left side of pocket as worn.,1,,,OHAPP0651248
T363,Tax tabs,Trim,Red OH tax tab,TAX TAB,Oliver harvey tax tab set to level with top edge of left side of pocket as worn.,1,,,OHAPP300503PCL
T364,Tax tabs,Trim,Red OH tax tab,TAX TAB,Oliver harvey tax tab set to level with top edge of left side of pocket as worn. / Oliver harvey wash instructions set under OH woven label right side seam as worn / Wash - 65% recycled polyester/35% bcicotton/60 degree wash / tumble dry/ 2 dot iron/do not bleach / p dry clean,1,,,OHAPP300515
T365,Tax tabs,Trim,Red OH tax tab,TAX TAB,Oliver harvey tax tab set to level with top edge of left side of pocket as worn. / Oliver harvey wash instructions set under OH woven label right side seam as worn / Wash - 65% recycled polyester/35% organic cotton/60 degree wash / low tumble dry/ 2 dot iron/do not bleach / p dry clean,1,,,OHAPP300503
T366,Tax tabs,Trim,Red OH tax tab,TAX TAB,Oliver harvey tax tab set to level with top edge of left side of pocket as worn. / Oliver harvey wash instructions set under OH woven label right side seam as worn / Wash - 65% recycled polyester/35% organic cotton/60 degree wash / tumble dry/ 2 dot iron/do not bleach / p dry clean,1,,,OHAPP3005248
T367,Tax tabs,Spec note,,Tax tab location,Red tax tab — bottom right-hand corner of pen pocket,6,,,OHCJSMCHESHIRE--01; OHCJMCHESHIRE--01; OHCJMCHESHIRE--01L; OHCJMCHESHIRE--03; OHCJSMCHESHIRE--01L; OHCJSMCHESHIRE--03
T368,Tax tabs,Spec note,,BRANDED,Oliver harvey neck ribbon / Oliver harvey red tax tab - LHSAW side seam 10cm up from finished bottom hem / Above the side seam split,4,,,OHLCJSYORK--01; OHLCJSYORK--03; OHLCJYORK--01; OHLCJYORK--03
T369,Labels & branding,Trim,Buttons,Buttons,Squashed detachable buttons — kimble the packet of buttons to the woven label,2,,,OHCJMOXFORD--01L; OHCJMOXFORD--03L
T370,Labels & branding,Trim,Label,LABEL,Oliver Harvey woven label -set into right side seam 4cm down from top edge. / Oliver Harvey wash instructions under the woven label / 100% cotton - 50 degree wash - No bleach - 2 dot iron - No tumble dry - Dry clean,6,,,OHAPP053503DENDS; OHAPP053503DSSHT; OHAPP0535224DENDS; OHAPP0535224DENDSSHT; OHAPP0535GDDS; OHAPP0535GDDSSHT
T371,Labels & branding,Trim,Label,LABEL,"Oliver Harvey british woven label set into right side sesam as worn, set 4cm down from finished top edge / of side seam / Oliver Harvey wash instructions under woven label in bib / Wash - 60 o 65% recycled polyester 35% organic cotton",4,,,OHAP052003; OHAP052015; OHAP0520248; OHAPP0520248
T372,Labels & branding,Trim,Label,LABEL,Oliver harvey woven label back neck,4,,,OHLCJSYORK--01; OHLCJSYORK--03; OHLCJYORK--01; OHLCJYORK--03
T373,Labels & branding,Trim,Label,LABEL,Oliver harvey woven label - RHSAW inside side seam under the tie. / Oliver harvey wash instructions under the woven label / 60 degree wash - No bleach - 2 dot iron - Tumble dry - Dry clean / Oliver Harvey RED TAB - LHSAW top corner of the centre front pocket - Level with the top of the pocket,2,,,OHAPP053431; OHAPP0534BUTCHERS
T374,Labels & branding,Trim,Label,LABEL,Oliver Harvey woven label -set into right side seam 4cm down from top edge. / Oliver Harvey wash instructions under the woven label / 100% ORGANIC COTTON - 40 degree wash - No bleach - 2 dot iron - Low tumble dry - Dry clean,2,,,OHAPP0535110DS; OHAPP0535241DS
T375,Labels & branding,Trim,Label,LABEL,Oliver harvey woven label set to lower edge of waistband at centre back,2,,,OHCTLINCOLN--03; OHCTTLINCOLN--03
T376,Labels & branding,Trim,Label,LABEL,Wash instructions underneth the woven label / NO RED FLASH,2,,,OHCTDURHAM--26; OHCTTDURHAM--26
T377,Labels & branding,Trim,Label,LABEL,65% polyester 35% cotton - 60 degree wash set 5cm down from top cut edge of right side seam as worn.,1,,,OHAP352847
T378,Labels & branding,Trim,Label,LABEL,"Oliver Harvey British woven label set into right side seam as worn, set 4cm down from finished top edge / of side seam / Oliver Harvey wash instructions under woven label in bib / WASH - 60 o 100% cotton",1,,,OHAP052031S
T379,Labels & branding,Trim,Label,LABEL,"Oliver Harvey British woven label set into right side seam as worn, set 4cm down from finished top edge of side seam.",1,,,OHAP052031
T380,Labels & branding,Trim,Label,LABEL,"Oliver Harvey british woven label set into right side sesam as worn, set 4cm down from finished top edge / of side seam / Oliver Harvey wash instructions under woven label in bib / WASH - 60 o 65% 35% poly cotton",1,,,OHAPP052015
T381,Labels & branding,Trim,Label,LABEL,"Oliver Harvey british woven label set into right side sesam as worn, set 4cm down from finished top edge / of side seam / Oliver Harvey wash instructions under woven label in bib / WASH - 60 o 65% reccycled polyester 35% organic cotton",1,,,OHAPP052082
T382,Labels & branding,Trim,Label,LABEL,"Oliver Harvey british woven label set into right side sesam as worn, set 4cm down from finished top edge / of side seam / Oliver Harvey wash instructions under woven label in bib / WASH - 60 o 65%Recyled polyester 35% organic cotton",1,,,OHAP052082
T383,Labels & branding,Trim,Label,LABEL,"Oliver Harvey british woven label set into right side sesam as worn, set 4cm down from finished top edge / of side seam / Oliver Harvey wash instructions under woven label in bib / Wash - 60degree/ 2 dot iron/tumble dry low/no bleach/p dry clean 65% recycled polyesert 35% organic cotton",1,,,OHAPP052083
T384,Labels & branding,Trim,Label,LABEL,"Oliver Harvey british woven label set into right side sesam as worn, set 4cm down from finished top edge / of side seam / Oliver Harvey wash instructions under woven label in bib / Wash - 65% recycled polyester 35% organic cotton 60 degree wash/2 dot iron/tumble dry low/p dry clean/do not bleach",1,,,OHAPP052003
T385,Labels & branding,Trim,Label,Label,Oliver Harvey labels — Tibard pre-print. 60° wash · low tumble dry · no bleach · do not dry clean,1,,,OHHT015201
T386,Labels & branding,Trim,Label,LABEL,Oliver harvey woven label - RHSAW inside side seam under the tie. / Oliver harvey wash instructions under the woven label - / 50 degree wash - No bleach - 2 dot iron - No tumble dry - Dry clean - 100% cotton / Oliver Harvey RED TAB - LHSAW - top corner of the centre front pocket - Level with the top of the pocket,1,,,OHAPP0534GD
T387,Labels & branding,Trim,Label,LABEL,Oliver Harvey woven label - RHSAW inside side seam under the tie. / Oliver harvey wash instructions under the woven label / 100% ORGANIC COTTON - 40 degree wash - No bleach - 2 dot iron - LOW tumble dry - Dry clean,1,,,OHAPP0535241SHT5
T388,Labels & branding,Trim,Label,LABEL,Oliver harvey woven label - RHSAW inside side seam under the tie. / Oliver harvey wash instructions under the woven label / 30 degree wash - No bleach - 1 dot iron - No tumble dry - Dry clean / Oliver Harvey RED TAB - LHSAW - top corner of the centre front pocket - Level with the top of the pocket,1,,,OHAPP0534DAISEYDOT
T389,Labels & branding,Trim,Label,LABEL,Oliver harvey woven label - RHSAW inside side seam under the tie. / Oliver harvey wash instructions under the woven label / 30 degree wash - No bleach - 2 dot iron - No tumble dry - Dry clean / Oliver Harvey RED TAB - LHSAW - top corner of the centre front pocket - Level with the top of the pocket,1,,,OHAPP0534DENIM
T390,Labels & branding,Trim,Label,LABEL,Oliver harvey woven label - RHSAW inside side seam under the tie. / Oliver harvey wash instructions under the woven label / 40 degree wash - No bleach - 2 dot iron - No tumble dry - Dry clean / Oliver Harvey RED TAB - LHSAW - top corner of the centre front pocket,1,,,OHAPP0534STRIPE
T391,Labels & branding,Trim,Label,LABEL,Oliver Harvey woven label -set into right side seam 4cm down from top edge. / Oliver Harvey wash instructions under the woven label / 100% cotton - 40 degree wash - Do not bleach - 2 dot iron - Low Tumble dry - P Dry clean,1,,,OHAPP0535315DSSHT
